tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
200000,2026-01-18T12:56:14.960299,10674,2169,9116,1446,2424,0.15976330885661486,0.00166209,0.13543238661543708,21.69,69.47,91.16,24.09,82.65,106.74,2.39,12.07,14.46,0.15976330885661486,1662.09,1.66209e-05,24.24,84.91,0.0,0.13543238661543708,2169,6947,9116,1446,166209,0,4,90,0,1,0,1,0,2,2,0,67.23,109,95,N/A,34,100.61764705882354,15.676470588235293,0.15917989450359304,65770,1934.4117647058824,26.794117647058822,93.11764705882354,0.0,0.0,N/A,33,79.57575757575758,14.363636363636363,0.17854755037917905,40392,1224.0,21.0,75.36363636363636,0.0,0.0,N/A,33,93.0,13.303030303030303,0.1415801609098914,60047,1819.6060606060605,24.848484848484848,86.0,0.0,0.0,118123848.66666667,1.6282927312339077,0.9629428892569606
210000,2026-01-18T12:56:15.333017,11214,2279,9576,1521,2544,0.16116673332830822,0.00174721,0.13660486361521856,22.79,72.97,95.76,25.34,86.8,112.14,2.54,12.67,15.21,0.16116673332830822,1747.21,1.7472099999999998e-05,25.44,89.13,0.0,0.13660486361521856,2279,7297,9576,1521,174721,0,1,93,0,2,0,2,0,1,1,0,139.43,173,96,N/A,34,105.61764705882354,16.705882352941178,0.16352813443846387,68831,2024.4411764705883,28.294117647058822,98.05882352941177,0.0,0.0,N/A,33,83.45454545454545,14.969696969696969,0.1786319232022969,42656,1292.6060606060605,22.09090909090909,78.9090909090909,0.0,0.0,N/A,33,97.9090909090909,13.909090909090908,0.14126858473476522,63234,1916.1818181818182,25.848484848484848,90.15151515151516,0.0,0.0,126656790.88888888,1.613629969992498,0.9640035710144179
220000,2026-01-18T12:56:15.701091,11722,2386,10012,1590,2653,0.16083710775148938,0.00183156,0.1364669432357771,23.86,76.26,100.12,26.5,90.72,117.22,2.63,13.27,15.9,0.16083710775148938,1831.56,1.83156e-05,26.53,93.0,0.0,0.1364669432357771,2386,7626,10012,1590,183156,0,2,91,0,1,0,2,0,1,3,0,78.61,107,96,N/A,34,110.79411764705883,17.441176470588236,0.1627669839459454,72380,2128.823529411765,29.441176470588236,102.3529411764706,0.0,0.0,N/A,33,87.0909090909091,15.575757575757576,0.17713870785910665,44566,1350.4848484848485,22.90909090909091,82.0909090909091,0.0,0.0,N/A,33,102.15151515151516,14.636363636363637,0.14254715035261437,66210,2006.3636363636363,27.151515151515152,94.27272727272727,0.0,0.0,142238914.66666666,1.6241080644437464,0.9632418225919297
230000,2026-01-18T12:56:16.078937,12260,2498,10477,1660,2764,0.16043920854760377,0.00191736,0.13628974095746252,24.98,79.79,104.77,27.77,94.83,122.6,2.78,13.82,16.6,0.16043920854760377,1917.36,1.91736e-05,27.64,97.04,0.0,0.13628974095746252,2498,7979,10477,1660,191736,0,1,93,0,0,0,2,0,3,1,0,134.69,167,99,N/A,34,115.55882352941177,18.441176470588236,0.16501482122341296,75429,2218.5,30.852941176470587,106.91176470588235,0.0,0.0,N/A,33,90.48484848484848,16.0,0.17514832249355455,46355,1404.6969696969697,23.78787878787879,85.12121212121212,0.0,0.0,N/A,33,107.93939393939394,15.303030303030303,0.14101582699627377,69952,2119.757575757576,28.181818181818183,98.78787878787878,0.0,0.0,159123712.66666666,1.6272031064610075,0.9625050230028508
240000,2026-01-18T12:56:16.452899,12813,2608,10949,1739,2897,0.16116888284118147,0.00200066,0.13688279536150452,26.08,83.41,109.49,29.01,99.12,128.13,2.93,14.46,17.39,0.16116888284118147,2000.66,2.00066e-05,28.97,101.45,0.0,0.13688279536150452,2608,8341,10949,1739,200066,1,4,85,1,1,0,1,0,2,5,0,141.15,181,91,N/A,34,121.52941176470588,19.38235294117647,0.16442940562777522,79430,2336.176470588235,32.23529411764706,111.97058823529412,0.0,0.0,N/A,33,94.0,16.727272727272727,0.1767804819539581,47899,1451.4848484848485,25.060606060606062,88.93939393939394,0.0,0.0,N/A,33,112.57575757575758,16.0,0.14219795722100517,72737,2204.151515151515,29.515151515151516,103.12121212121212,0.0,0.0,183991828.22222224,1.658280966199712,0.9602727001628535
250000,2026-01-18T12:56:16.847355,13326,2710,11387,1807,3017,0.16128293651476086,0.00208279,0.1370240849483066,27.1,86.77,113.87,30.15,103.11,133.26,3.04,15.03,18.07,0.16128293651476086,2082.79,2.08279e-05,30.17,105.58,0.0,0.1370240849483066,2710,8677,11387,1807,208279,0,2,89,0,1,0,2,0,2,4,0,86.86,118,92,N/A,34,126.44117647058823,19.88235294117647,0.16222078775532886,82602,2429.470588235294,33.35294117647059,116.11764705882354,0.0,0.0,N/A,33,98.24242424242425,17.636363636363637,0.17833890894996646,50140,1519.3939393939395,26.242424242424242,93.12121212121212,0.0,0.0,N/A,33,116.54545454545455,16.636363636363637,0.14326069310442457,75537,2289.0,30.818181818181817,107.18181818181819,0.0,0.0,194300364.2222222,1.647427203829278,0.9612508746149196
260000,2026-01-18T12:56:17.222946,13849,2813,11832,1876,3142,0.16099833709008668,0.00216483,0.13691326636961693,28.13,90.19,118.32,31.32,107.17,138.49,3.18,15.58,18.76,0.16099833709008668,2164.83,2.16483e-05,31.42,109.81,0.0,0.13691326636961693,2813,9019,11832,1876,216483,0,2,92,0,1,0,3,0,2,0,0,87.46,106,97,N/A,34,131.41176470588235,20.352941176470587,0.15920214826269152,86357,2539.9117647058824,34.470588235294116,120.32352941176471,0.0,0.0,N/A,33,101.96969696969697,18.21212121212121,0.177671099207251,52102,1578.8484848484848,27.09090909090909,96.39393939393939,0.0,0.0,N/A,33,121.18181818181819,17.666666666666668,0.14617619376478397,78024,2364.3636363636365,32.60606060606061,112.39393939393939,0.0,0.0,212754888.66666666,1.6574603662047522,0.9607460756410794
270000,2026-01-18T12:56:17.624541,14363,2921,12273,1943,3255,0.16091010881386278,0.00224919,0.13692153963762477,29.21,93.52,122.73,32.49,111.14,143.63,3.28,16.15,19.43,0.16091010881386278,2249.19,2.2491899999999997e-05,32.55,113.74,0.0,0.13692153963762477,2921,9352,12273,1943,224919,2,3,90,0,0,0,0,0,1,4,0,47.3,118,93,N/A,34,136.05882352941177,21.029411764705884,0.15907922357000537,89694,2638.0588235294117,35.6764705882353,124.5,0.0,0.0,N/A,33,106.39393939393939,19.03030303030303,0.17816843301996332,54154,1641.030303030303,28.03030303030303,100.03030303030303,0.0,0.0,N/A,33,125.33333333333333,18.181818181818183,0.14553815122264563,81071,2456.6969696969695,33.84848484848485,116.36363636363636,0.0,0.0,229108068.66666666,1.6562765446689072,0.9608366212048932
280000,2026-01-18T12:56:18.037816,14910,3028,12742,2016,3383,0.16109613402361933,0.00233073,0.13709347807741298,30.28,97.14,127.42,33.68,115.42,149.1,3.4,16.76,20.16,0.16109613402361933,2330.73,2.33073e-05,33.83,118.19,0.0,0.13709347807741298,3028,9714,12742,2016,233073,0,3,88,0,2,0,3,0,2,2,0,153.84,176,96,N/A,34,141.73529411764707,21.58823529411765,0.1566971722340048,93184,2740.705882352941,36.76470588235294,128.97058823529412,0.0,0.0,N/A,33,110.0909090909091,19.96969696969697,0.18115858003329371,55897,1693.8484848484848,29.272727272727273,104.06060606060606,0.0,0.0,N/A,33,130.0,18.87878787878788,0.1455659516759721,83992,2545.212121212121,35.36363636363637,121.21212121212122,0.0,0.0,251571362.0,1.6670662110667835,0.9599884137239744
290000,2026-01-18T12:56:18.418095,15439,3135,13190,2085,3508,0.16101557234012848,0.0024128,0.13710869607417706,31.35,100.55,131.9,34.88,119.51,154.39,3.52,17.33,20.85,0.16101557234012848,2412.8,2.4128e-05,35.08,122.42,0.0,0.13710869607417706,3135,10055,13190,2085,241280,0,2,90,0,0,0,1,0,2,5,0,72.01,94,91,N/A,34,146.05882352941177,22.41176470588235,0.15811541482174873,96126,2827.235294117647,38.35294117647059,133.64705882352942,0.0,0.0,N/A,33,114.18181818181819,20.636363636363637,0.18014676371391056,57703,1748.5757575757575,30.242424242424242,107.75757575757575,0.0,0.0,N/A,33,135.03030303030303,19.454545454545453,0.14487242204588918,87451,2650.030303030303,36.54545454545455,125.51515151515152,0.0,0.0,270725117.5555555,1.6658752577855571,0.9598281444523715
300000,2026-01-18T12:56:18.792326,15956,3237,13633,2158,3630,0.16107298381037607,0.00249693,0.13723879132623096,32.37,103.96,136.33,36.03,123.53,159.56,3.65,17.93,21.58,0.16107298381037607,2496.93,2.49693e-05,36.3,126.66,0.0,0.13723879132623096,3237,10396,13633,2158,249693,0,1,94,0,0,0,2,0,2,1,0,85.94,140,96,N/A,34,150.38235294117646,23.11764705882353,0.15789991227347722,99466,2925.470588235294,39.705882352941174,137.88235294117646,0.0,0.0,N/A,33,117.75757575757575,21.393939393939394,0.1813985158604828,59314,1797.3939393939395,31.363636363636363,111.51515151515152,0.0,0.0,N/A,33,140.42424242424244,20.181818181818183,0.14401667698010456,90913,2754.939393939394,37.72727272727273,130.24242424242425,0.0,0.0,298203746.0,1.6769396769733957,0.9587295701709513
310000,2026-01-18T12:56:19.164917,16518,3349,14112,2238,3761,0.16170098168773037,0.00258165,0.13774253405799702,33.49,107.63,141.12,37.3,127.88,165.18,3.8,18.58,22.38,0.16170098168773037,2581.65,2.58165e-05,37.61,131.06,0.0,0.13774253405799702,3349,10763,14112,2238,258165,0,6,85,0,1,0,3,0,2,3,0,89.59,126,76,N/A,34,156.0,23.764705882352942,0.1562741701544401,103469,3043.205882352941,40.94117647058823,142.52941176470588,0.0,0.0,N/A,33,121.63636363636364,22.363636363636363,0.18408307028853155,60957,1847.1818181818182,32.666666666666664,115.60606060606061,0.0,0.0,N/A,33,145.27272727272728,20.96969696969697,0.14491015345456162,93739,2840.5757575757575,39.121212121212125,134.6969696969697,0.0,0.0,330733618.6666667,1.6974096494250046,0.9572485506896433
320000,2026-01-18T12:56:19.585812,17074,3462,14586,2314,3891,0.16179820994676286,0.0026639,0.1377870158104014,34.62,111.24,145.86,38.5,132.24,170.74,3.88,19.26,23.14,0.16179820994676286,2663.9,2.6639e-05,38.91,135.55,0.0,0.1377870158104014,3462,11124,14586,2314,266390,0,2,89,0,1,0,3,0,2,3,0,151.81,176,94,N/A,34,161.0,24.647058823529413,0.1570664893408105,106155,3122.205882352941,42.44117647058823,147.3235294117647,0.0,0.0,N/A,33,126.06060606060606,23.21212121212121,0.18440786057132147,63197,1915.060606060606,33.878787878787875,120.0,0.0,0.0,N/A,33,150.06060606060606,21.515151515151516,0.14406366540106433,97038,2940.5454545454545,40.303030303030305,138.96969696969697,0.0,0.0,341524748.2222222,1.6797474563665997,0.9584841632863352
330000,2026-01-18T12:56:19.970652,17610,3571,15041,2389,4020,0.1619085890999897,0.00274559,0.1378364013060089,35.71,114.7,150.41,39.66,136.44,176.1,3.95,19.94,23.89,0.1619085890999897,2745.59,2.74559e-05,40.2,139.9,0.0,0.1378364013060089,3571,11470,15041,2389,274559,0,3,92,0,0,0,2,0,2,1,0,98.97,119,96,N/A,34,166.08823529411765,25.41176470588235,0.15687230580672765,109792,3229.176470588235,43.8235294117647,152.02941176470588,0.0,0.0,N/A,33,129.96969696969697,23.87878787878788,0.18396827329658658,64968,1968.7272727272727,34.81818181818182,123.42424242424242,0.0,0.0,N/A,33,154.6969696969697,22.333333333333332,0.14503780284190518,99799,3024.212121212121,41.84848484848485,143.87878787878788,0.0,0.0,369138842.88888884,1.6899396626031278,0.9577885260455108
340000,2026-01-18T12:56:20.344655,18136,3678,15497,2456,4131,0.16136068741599754,0.00282783,0.13743430843118565,36.78,118.19,154.97,40.83,140.53,181.36,4.05,20.51,24.56,0.16136068741599754,2827.83,2.82783e-05,41.31,143.97,0.0,0.13743430843118565,3678,11819,15497,2456,282783,0,3,87,0,2,1,4,0,1,2,0,114.61,145,97,N/A,34,170.38235294117646,26.058823529411764,0.15636800748484134,112649,3313.205882352941,45.1764705882353,156.23529411764707,0.0,0.0,N/A,33,133.93939393939394,24.666666666666668,0.18435505541666122,66797,2024.1515151515152,35.63636363636363,126.9090909090909,0.0,0.0,N/A,33,160.12121212121212,22.90909090909091,0.14351029267773716,103337,3131.4242424242425,43.0,148.3939393939394,0.0,0.0,391587872.0,1.6864380136832493,0.957788129484559
350000,2026-01-18T12:56:20.731761,18640,3785,15934,2519,4235,0.16086873557956083,0.00291295,0.1370901926214637,37.85,121.49,159.34,42.02,144.38,186.4,4.16,21.03,25.19,0.16086873557956083,2912.95,2.91295e-05,42.35,147.81,0.0,0.1370901926214637,3785,12149,15934,2519,291295,0,1,95,0,0,0,1,0,2,1,0,66.18,84,97,N/A,34,174.8235294117647,26.852941176470587,0.15693051303051114,115700,3402.9411764705883,46.529411764705884,160.55882352941177,0.0,0.0,N/A,33,138.0909090909091,25.363636363636363,0.1838708027504577,69069,2093.0,36.666666666666664,130.6969696969697,0.0,0.0,N/A,33,164.63636363636363,23.303030303030305,0.1419242310349575,106526,3228.060606060606,43.72727272727273,151.78787878787878,0.0,0.0,406848809.5555556,1.6751364577451533,0.9586322834335297
360000,2026-01-18T12:56:21.116356,19173,3897,16396,2585,4342,0.160479465168342,0.00299819,0.13686551064406083,38.97,124.99,163.96,43.26,148.47,191.73,4.29,21.56,25.85,0.160479465168342,2998.19,2.99819e-05,43.42,151.77,0.0,0.13686551064406083,3897,12499,16396,2585,299819,0,2,89,0,0,0,1,1,3,4,0,95.97,123,94,N/A,34,179.7941176470588,27.529411764705884,0.1562585373431426,118903,3497.1470588235293,47.794117647058826,164.97058823529412,0.0,0.0,N/A,33,142.0,26.060606060606062,0.18378864609993736,71045,2152.878787878788,37.54545454545455,134.0909090909091,0.0,0.0,N/A,33,169.6060606060606,23.90909090909091,0.1415191189657399,109871,3329.4242424242425,44.78787878787879,155.84848484848484,0.0,0.0,431047051.5555556,1.6736293898233514,0.9586286867777825
370000,2026-01-18T12:56:21.490864,19717,4005,16858,2664,4476,0.16093157278900705,0.00308093,0.13719601071629303,40.05,128.53,168.58,44.48,152.69,197.17,4.43,22.21,26.64,0.16093157278900705,3080.93,3.0809299999999997e-05,44.76,156.19,0.0,0.13719601071629303,4005,12853,16858,2664,308093,1,3,91,0,0,0,1,0,2,2,0,29.23,75,95,N/A,34,184.73529411764707,28.352941176470587,0.1564772020613987,122113,3591.5588235294117,49.205882352941174,169.61764705882354,0.0,0.0,N/A,33,146.4848484848485,27.12121212121212,0.18564390176481305,73210,2218.4848484848485,39.03030303030303,138.72727272727272,0.0,0.0,N/A,33,174.03030303030303,24.393939393939394,0.14080859547194907,112770,3417.2727272727275,45.90909090909091,159.8181818181818,0.0,0.0,449309850.8888889,1.66798251604972,0.9591392394049301
380000,2026-01-18T12:56:21.861233,20252,4115,17319,2734,4588,0.16086607430347855,0.00316614,0.13716867082152148,41.15,132.04,173.19,45.71,156.81,202.52,4.55,22.79,27.34,0.16086607430347855,3166.14,3.16614e-05,45.88,160.3,0.0,0.13716867082152148,4115,13204,17319,2734,316614,0,3,91,0,1,0,2,0,2,1,0,132.72,154,96,N/A,34,189.61764705882354,29.0,0.15619943918026735,125559,3692.9117647058824,50.38235294117647,173.88235294117646,0.0,0.0,N/A,33,150.4848484848485,27.848484848484848,0.18543668804301466,75253,2280.3939393939395,39.93939393939394,142.33333333333334,0.0,0.0,N/A,33,178.96969696969697,25.12121212121212,0.1411035088727055,115802,3509.151515151515,47.18181818181818,164.27272727272728,0.0,0.0,474457120.6666667,1.6684916215964811,0.9591433486335356
390000,2026-01-18T12:56:22.231046,20764,4222,17758,2804,4696,0.16111306093114333,0.00325237,0.13736537117385011,42.22,135.36,177.58,46.87,160.77,207.64,4.64,23.4,28.04,0.16111306093114333,3252.37,3.25237e-05,46.96,164.16,0.0,0.13736537117385011,4222,13536,17758,2804,325237,0,0,92,0,1,0,3,0,3,1,0,146.24,172,97,N/A,34,194.35294117647058,29.647058823529413,0.1562654436429906,129055,3795.735294117647,51.5,177.88235294117646,0.0,0.0,N/A,33,154.24242424242425,28.696969696969695,0.1863765186482827,77140,2337.5757575757575,41.06060606060606,146.0,0.0,0.0,N/A,33,183.63636363636363,25.727272727272727,0.14084411799573707,119042,3607.3333333333335,48.18181818181818,168.1818181818182,0.0,0.0,505689444.22222227,1.67299714804252,0.9587492779648638
400000,2026-01-18T12:56:22.603375,21321,4331,18230,2882,4833,0.16147761882795916,0.00333434,0.13765700207912118,43.31,138.99,182.3,48.13,165.08,213.21,4.81,24.01,28.82,0.16147761882795916,3334.34,3.3343399999999997e-05,48.33,168.68,0.0,0.13765700207912118,4331,13899,18230,2882,333434,0,2,89,0,1,0,2,0,2,4,0,68.35,109,77,N/A,34,199.02941176470588,30.470588235294116,0.15727386645220243,132296,3891.0588235294117,52.911764705882355,182.44117647058823,0.0,0.0,N/A,33,159.15151515151516,29.575757575757574,0.18629703498310418,79343,2404.3333333333335,42.63636363636363,150.96969696969697,0.0,0.0,N/A,33,188.21212121212122,26.363636363636363,0.14098934148419986,121795,3690.757575757576,49.303030303030305,172.21212121212122,0.0,0.0,524051501.5555555,1.6673934688630376,0.9593038880805167
410000,2026-01-18T12:56:22.971963,21835,4438,18665,2956,4949,0.16154654267115326,0.00341938,0.1378196326732413,44.38,142.27,186.65,49.31,169.04,218.35,4.92,24.64,29.56,0.16154654267115326,3419.38,3.41938e-05,49.49,172.7,0.0,0.1378196326732413,4438,14227,18665,2956,341938,0,3,90,0,1,0,3,0,1,2,0,102.22,127,98,N/A,34,203.52941176470588,31.235294117647058,0.1573791535675323,135690,3990.8823529411766,54.088235294117645,186.55882352941177,0.0,0.0,N/A,33,163.24242424242425,30.060606060606062,0.18462083603026752,81463,2468.5757575757575,43.57575757575758,154.4848484848485,0.0,0.0,N/A,33,192.66666666666666,27.333333333333332,0.14276592293395157,124785,3781.3636363636365,50.666666666666664,176.63636363636363,0.0,0.0,548475804.2222222,1.6656641665541412,0.9594914804385622
420000,2026-01-18T12:56:23.342966,22411,4555,19153,3039,5082,0.16204359735922516,0.00350343,0.13822720834495256,45.55,145.98,191.53,50.62,173.49,224.11,5.06,25.33,30.39,0.16204359735922516,3503.43,3.50343e-05,50.82,177.21,0.0,0.13822720834495256,4555,14598,19153,3039,350343,0,3,89,0,1,0,3,0,2,2,0,130.12,162,98,N/A,34,208.85294117647058,32.11764705882353,0.15786872346645897,139267,4096.088235294118,55.411764705882355,191.26470588235293,0.0,0.0,N/A,33,166.5151515151515,30.757575757575758,0.18522590754845475,83076,2517.4545454545455,44.81818181818182,158.0909090909091,0.0,0.0,N/A,33,198.6969696969697,28.242424242424242,0.14316267239284555,128000,3878.787878787879,52.09090909090909,181.84848484848484,0.0,0.0,589171060.6666666,1.6763806634888536,0.958587743171411
430000,2026-01-18T12:56:23.711540,22965,4670,19633,3111,5201,0.16180060185891132,0.00358826,0.13807185150245058,46.7,149.63,196.33,51.9,177.75,229.65,5.2,25.91,31.11,0.16180060185891132,3588.26,3.58826e-05,52.01,181.42,0.0,0.13807185150245058,4670,14963,19633,3111,358826,1,2,92,0,0,0,1,0,2,2,0,36.2,112,92,N/A,34,213.8235294117647,32.94117647058823,0.15787233283728055,142686,4196.64705882353,56.911764705882355,196.0,0.0,0.0,N/A,33,170.1818181818182,31.333333333333332,0.18449902367862148,84535,2561.6666666666665,45.666666666666664,161.15151515151516,0.0,0.0,N/A,33,204.45454545454547,29.0,0.14314948751603282,131605,3988.030303030303,53.303030303030305,186.66666666666666,0.0,0.0,635545806.888889,1.687892588868516,0.9574651847633175
440000,2026-01-18T12:56:24.082154,23513,4784,20102,3183,5321,0.16177681327116591,0.00367301,0.1380182243693678,47.84,153.18,201.02,53.12,182.01,235.13,5.28,26.55,31.83,0.16177681327116591,3673.01,3.67301e-05,53.21,185.76,0.0,0.1380182243693678,4784,15318,20102,3183,367301,0,0,98,0,0,0,0,0,1,1,0,25.1,100,95,N/A,34,218.44117647058823,34.1764705882353,0.16062411711906996,145473,4278.617647058823,58.794117647058826,201.5,0.0,0.0,N/A,33,173.63636363636363,31.727272727272727,0.18307979426706816,86655,2625.909090909091,46.333333333333336,164.03030303030303,0.0,0.0,N/A,33,210.45454545454547,29.515151515151516,0.14166145861378676,135173,4096.151515151515,54.333333333333336,191.27272727272728,0.0,0.0,657738160.888889,1.678760602388783,0.9579659348061494
450000,2026-01-18T12:56:24.450720,24066,4893,20567,3258,5457,0.16187050327931707,0.00375567,0.1381698562480503,48.93,156.74,205.67,54.3,186.36,240.66,5.36,27.22,32.58,0.16187050327931707,3755.67,3.75567e-05,54.57,190.29,0.0,0.1381698562480503,4893,15674,20567,3258,375567,0,2,91,0,0,0,1,0,2,4,0,86.77,133,95,N/A,34,223.91176470588235,35.029411764705884,0.16065135566105132,148714,4373.941176470588,60.35294117647059,206.73529411764707,0.0,0.0,N/A,33,176.96969696969697,32.24242424242424,0.18244829656752293,88336,2676.848484848485,47.303030303030305,167.36363636363637,0.0,0.0,N/A,33,215.57575757575756,30.393939393939394,0.14254880147659715,138517,4197.484848484848,55.878787878787875,196.27272727272728,0.0,0.0,696401606.0,1.6835038942220613,0.9574552563630871
460000,2026-01-18T12:56:24.819872,24593,4997,21009,3330,5588,0.1620665115422578,0.00383675,0.13835272101056806,49.97,160.12,210.09,55.44,190.49,245.93,5.46,27.84,33.3,0.1620665115422578,3836.75,3.83675e-05,55.88,194.67,0.0,0.13835272101056806,4997,16012,21009,3330,383675,0,1,91,0,0,0,2,0,3,3,0,125.09,162,96,N/A,34,228.1764705882353,35.6764705882353,0.160713743045178,151638,4459.941176470588,61.55882352941177,210.88235294117646,0.0,0.0,N/A,33,181.6060606060606,33.18181818181818,0.18290461442929845,90530,2743.3333333333335,48.75757575757576,172.0909090909091,0.0,0.0,N/A,33,219.93939393939394,30.96969696969697,0.14262217013705691,141507,4288.090909090909,57.15151515151515,200.54545454545453,0.0,0.0,715053261.5555555,1.6750027615155196,0.9581137971181536
470000,2026-01-18T12:56:25.188604,25095,5104,21441,3392,5691,0.1619010166532341,0.00391964,0.13822063967778458,51.04,163.37,214.41,56.57,194.38,250.95,5.52,28.4,33.92,0.1619010166532341,3919.64,3.91964e-05,56.91,198.54,0.0,0.13822063967778458,5104,16337,21441,3392,391964,0,1,95,0,0,0,2,0,2,0,0,118.08,151,97,N/A,34,232.58823529411765,36.3235294117647,0.16050525810310123,154876,4555.176470588235,62.73529411764706,214.94117647058823,0.0,0.0,N/A,33,185.1818181818182,34.0,0.18394957059991546,92165,2792.878787878788,49.696969696969695,175.66666666666666,0.0,0.0,N/A,33,224.9090909090909,31.363636363636363,0.14129051697032594,144923,4391.606060606061,58.121212121212125,204.5151515151515,0.0,0.0,757237588.2222222,1.680420984104595,0.9575250894085596
480000,2026-01-18T12:56:25.557015,25630,5218,21902,3462,5799,0.16185660862513032,0.00400346,0.13819067140098856,52.18,166.84,219.02,57.77,198.53,256.3,5.59,29.03,34.62,0.16185660862513032,4003.46,4.0034600000000005e-05,57.99,202.55,0.0,0.13819067140098856,5218,16684,21902,3462,400346,0,2,90,0,1,0,2,0,2,3,0,146.84,177,96,N/A,34,237.02941176470588,37.1764705882353,0.16128845384983204,157865,4643.088235294118,64.0,219.14705882352942,0.0,0.0,N/A,33,188.9090909090909,34.63636363636363,0.18359841865196913,93905,2845.6060606060605,50.54545454545455,178.93939393939394,0.0,0.0,N/A,33,230.57575757575756,31.96969696969697,0.14070017018496248,148576,4502.30303030303,59.24242424242424,209.06060606060606,0.0,0.0,796231706.8888888,1.6811138916990576,0.9572028383110909
490000,2026-01-18T12:56:25.924303,26152,5327,22349,3532,5912,0.16194590113962196,0.00408809,0.13829236655988178,53.27,170.22,223.49,58.93,202.59,261.52,5.65,29.67,35.32,0.16194590113962196,4088.09,4.08809e-05,59.12,206.63,0.0,0.13829236655988178,5327,17022,22349,3532,408809,0,1,93,0,1,0,2,0,2,1,0,132.8,157,96,N/A,34,242.44117647058823,37.911764705882355,0.1609138092396063,161457,4748.735294117647,65.02941176470588,223.47058823529412,0.0,0.0,N/A,33,192.78787878787878,35.303030303030305,0.1834981294888393,95725,2900.757575757576,51.515151515151516,182.54545454545453,0.0,0.0,N/A,33,234.66666666666666,32.666666666666664,0.14145704020254196,151627,4594.757575757576,60.63636363636363,213.36363636363637,0.0,0.0,838039814.2222222,1.6866753721598329,0.9568186803644624
500000,2026-01-18T12:56:26.294653,26692,5439,22807,3607,6030,0.16204012350651323,0.00417307,0.13837243309888922,54.39,173.68,228.07,60.19,206.73,266.92,5.79,30.28,36.07,0.16204012350651323,4173.07,4.1730700000000003e-05,60.3,210.78,0.0,0.13837243309888922,5439,17368,22807,3607,417307,0,0,94,0,0,0,2,0,3,1,0,97.2,128,95,N/A,34,247.2058823529412,38.705882352941174,0.16109875978182833,165065,4854.85294117647,66.38235294117646,227.91176470588235,0.0,0.0,N/A,33,196.0909090909091,35.84848484848485,0.18306687286047554,97605,2957.7272727272725,52.36363636363637,185.5151515151515,0.0,0.0,N/A,33,240.33333333333334,33.57575757575758,0.14198326405071113,154637,4685.969696969697,61.96969696969697,218.3939393939394,0.0,0.0,879138200.8888888,1.6911531171558833,0.9565398338734555
