tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav,cluster_0_send_probability,cluster_0_n_nodes,cluster_0_avg_packet_sent,cluster_0_avg_packet_loss,cluster_0_avg_packet_loss_pct,cluster_0_total_throughput,cluster_0_avg_throughput_per_node,cluster_0_avg_timeout_retry,cluster_0_avg_cw_enters,cluster_0_avg_cw_increase,cluster_0_cw_increase_ratio,cluster_1_send_probability,cluster_1_n_nodes,cluster_1_avg_packet_sent,cluster_1_avg_packet_loss,cluster_1_avg_packet_loss_pct,cluster_1_total_throughput,cluster_1_avg_throughput_per_node,cluster_1_avg_timeout_retry,cluster_1_avg_cw_enters,cluster_1_avg_cw_increase,cluster_1_cw_increase_ratio,cluster_2_send_probability,cluster_2_n_nodes,cluster_2_avg_packet_sent,cluster_2_avg_packet_loss,cluster_2_avg_packet_loss_pct,cluster_2_total_throughput,cluster_2_avg_throughput_per_node,cluster_2_avg_timeout_retry,cluster_2_avg_cw_enters,cluster_2_avg_cw_increase,cluster_2_cw_increase_ratio,cluster_throughput_variance,cluster_throughput_max_min_ratio,jain_fairness_index
97050000,2026-01-18T13:56:02.585684,5198445,1053276,4433866,705974,1194881,0.16249387930567913,0.80916834,0.41338275295916527,10532.76,33805.9,44338.66,11640.93,40343.52,51984.45,1108.16,5951.58,7059.74,0.16249387930567913,809168.34,0.0080916834,11948.81,41233.21,0.0,0.41338275295916527,1053276,3380590,4433866,705974,80916834,0,2,88,0,0,0,4,0,2,4,0,69.85,80,96,N/A,34,48281.970588235294,7481.411764705882,0.1590368012665762,31742206,933594.2941176471,13084.764705882353,44842.970588235294,0.0,0.0,N/A,33,38029.36363636364,6533.333333333333,0.17193514089366305,19275880,584117.5757575758,9990.60606060606,35342.454545454544,0.0,0.0,N/A,33,46585.15151515151,7151.69696969697,0.15661445569737706,29898748,906022.6666666666,12736.636363636364,43404.818181818184,0.0,0.0,30183660653496.0,1.6467318742386858,0.9601634407359652
97060000,2026-01-18T13:56:02.954353,5198985,1053381,4434325,706040,1195013,0.16249204516767765,0.80924912,0.41340552351752813,10533.81,33809.44,44343.25,11642.1,40347.75,51989.85,1108.28,5952.12,7060.4,0.16249204516767765,809249.12,0.008092491200000001,11950.13,41237.64,0.0,0.41340552351752813,1053381,3380944,4434325,706040,80924912,0,3,89,0,0,0,1,0,2,5,0,78.58,121,92,N/A,34,48286.529411764706,7482.176470588235,0.15903714739900357,31744989,933676.1470588235,13086.588235294117,44848.117647058825,0.0,0.0,N/A,33,38033.333333333336,6534.151515151515,0.17193862402299198,19277883,584178.2727272727,9991.787878787878,35346.51515151515,0.0,0.0,N/A,33,46590.393939393936,7152.090909090909,0.15660505795281543,29902040,906122.4242424242,12737.575757575758,43408.878787878784,0.0,0.0,30188656110276.223,1.646705138733335,0.9601647474559133
97070000,2026-01-18T13:56:03.323036,5199535,1053495,4434794,706116,1195133,0.16249226811420128,0.80933443,0.41343174892844503,10534.95,33812.99,44347.94,11643.35,40352.0,51995.35,1108.39,5952.77,7061.16,0.16249226811420128,809334.43,0.008093344300000001,11951.33,41241.91,0.0,0.41343174892844503,1053495,3381299,4434794,706116,80933443,0,3,90,0,0,0,1,0,3,3,0,74.28,90,95,N/A,34,48291.41176470588,7483.058823529412,0.15903953596390372,31748290,933773.2352941176,13088.029411764706,44852.76470588235,0.0,0.0,N/A,33,38038.242424242424,6534.878787878788,0.17193594314436078,19280397,584254.4545454546,9992.666666666666,35350.393939393936,0.0,0.0,N/A,33,46594.666666666664,7152.757575757576,0.15660595348131803,29904756,906204.7272727273,12738.848484848484,43413.15151515151,0.0,0.0,30191553069942.887,1.6466616325379606,0.9601691407817833
97080000,2026-01-18T13:56:03.691833,5200080,1053609,4435263,706189,1195251,0.1624919092923518,0.80941916,0.4134566679562951,10536.09,33816.54,44352.63,11644.58,40356.22,52000.8,1108.48,5953.41,7061.89,0.1624919092923518,809419.16,0.0080941916,11952.51,41246.13,0.0,0.4134566679562951,1053609,3381654,4435263,706189,80941916,0,3,93,0,0,0,1,0,2,1,0,93.15,121,95,N/A,34,48296.382352941175,7483.970588235294,0.1590427551460484,31751684,933873.0588235294,13089.529411764706,44857.73529411765,0.0,0.0,N/A,33,38042.06060606061,6535.484848484848,0.17193476741903163,19282315,584312.5757575758,9993.515151515152,35353.666666666664,0.0,0.0,N/A,33,46599.93939393939,7153.424242424242,0.15660272513459064,29907917,906300.5151515151,12740.030303030304,43417.545454545456,0.0,0.0,30198673096761.56,1.646673856328973,0.9601681299835884
97090000,2026-01-18T13:56:04.061257,5200603,1053716,4435709,706259,1195366,0.16249100671552344,0.8095024,0.4134803641657811,10537.16,33819.93,44357.09,11645.75,40360.28,52006.03,1108.58,5954.01,7062.59,0.16249100671552344,809502.4,0.008095024,11953.66,41250.25,0.0,0.4134803641657811,1053716,3381993,4435709,706259,80950240,0,0,94,0,1,0,2,0,2,1,0,131.43,171,95,N/A,34,48301.617647058825,7484.941176470588,0.15904593734753483,31755189,933976.1470588235,13091.088235294117,44862.82352941176,0.0,0.0,N/A,33,38046.09090909091,6535.909090909091,0.17192757194851382,19284367,584374.7575757576,9994.030303030304,35356.606060606064,0.0,0.0,N/A,33,46604.030303030304,7154.121212121212,0.1566039068919758,29910684,906384.3636363636,12741.39393939394,43421.84848484849,0.0,0.0,30204690337244.22,1.6466803914279375,0.960168375995646
97100000,2026-01-18T13:56:04.429598,5201133,1053822,4436166,706328,1195485,0.16249062039071077,0.80958502,0.4135038438494522,10538.22,33823.44,44361.66,11646.92,40364.41,52011.33,1108.69,5954.59,7063.28,0.16249062039071077,809585.02,0.008095850199999999,11954.85,41254.44,0.0,0.4135038438494522,1053822,3382344,4436166,706328,80958502,0,1,91,0,1,0,4,0,2,1,0,125.45,152,98,N/A,34,48307.05882352941,7485.617647058823,0.15904378801525187,31758893,934085.0882352941,13092.235294117647,44867.35294117647,0.0,0.0,N/A,33,38049.69696969697,6536.454545454545,0.17192565001384996,19286024,584424.9696969697,9994.848484848484,35359.818181818184,0.0,0.0,N/A,33,46608.666666666664,7154.969696969697,0.15660687260895348,29913585,906472.2727272727,12743.0,43426.666666666664,0.0,0.0,30213630612749.56,1.6467309695352448,0.960164863769795
97110000,2026-01-18T13:56:04.798879,5201672,1053933,4436623,706400,1195612,0.16249089008201442,0.80966742,0.4135283939615573,10539.33,33826.9,44366.23,11648.12,40368.6,52016.72,1108.78,5955.22,7064.0,0.16249089008201442,809667.42,0.0080966742,11956.12,41258.71,0.0,0.4135283939615573,1053933,3382690,4436623,706400,80966742,0,1,93,0,0,0,1,0,3,2,0,108.02,127,95,N/A,34,48312.64705882353,7486.5,0.15904508954599142,31762281,934184.7352941176,13093.588235294117,44872.23529411765,0.0,0.0,N/A,33,38053.181818181816,6536.969696969697,0.17192359298947169,19287552,584471.2727272727,9995.939393939394,35363.27272727273,0.0,0.0,N/A,33,46613.27272727273,7155.727272727273,0.15660840590864147,29916909,906573.0,12744.363636363636,43431.121212121216,0.0,0.0,30223054630586.0,1.6467761694174563,0.9601607207587209
97120000,2026-01-18T13:56:05.166064,5202179,1054040,4437053,706469,1195721,0.1624906513732893,0.80975265,0.4135520866766785,10540.4,33830.13,44370.53,11649.25,40372.54,52021.79,1108.84,5955.85,7064.69,0.1624906513732893,809752.65,0.0080975265,11957.21,41262.62,0.0,0.4135520866766785,1054040,3383013,4437053,706469,80975265,0,0,95,0,1,0,2,0,2,0,0,94.66,142,79,N/A,34,48316.470588235294,7487.35294117647,0.15905069781634562,31764785,934258.3823529412,13095.029411764706,44876.382352941175,0.0,0.0,N/A,33,38057.57575757576,6537.666666666667,0.17192172521347115,19290045,584546.8181818182,9996.69696969697,35366.757575757576,0.0,0.0,N/A,33,46617.969696969696,7156.242424242424,0.1566037721069282,29920435,906679.8484848485,12745.424242424242,43435.21212121212,0.0,0.0,30225106282466.668,1.6466931518303871,0.9601661766220713
97130000,2026-01-18T13:56:05.537872,5202729,1054147,4437524,706544,1195851,0.1624903262704919,0.8098345,0.4135778095251764,10541.47,33833.77,44375.24,11650.5,40376.79,52027.29,1109.02,5956.42,7065.44,0.1624903262704919,809834.5,0.008098345,11958.51,41267.0,0.0,0.4135778095251764,1054147,3383377,4437524,706544,80983450,0,1,89,0,1,0,3,0,3,3,0,86.99,95,96,N/A,34,48321.41176470588,7488.088235294118,0.15904894816880932,31767943,934351.2647058824,13096.617647058823,44881.35294117647,0.0,0.0,N/A,33,38061.42424242424,6538.272727272727,0.17192054260006834,19291809,584600.2727272727,9997.515151515152,35370.0,0.0,0.0,N/A,33,46623.30303030303,7157.151515151515,0.1566057722274975,29923698,906778.7272727273,12746.90909090909,43440.121212121216,0.0,0.0,30232469212700.223,1.6467062782966595,0.9601645922760808
97140000,2026-01-18T13:56:05.907956,5203273,1054255,4437985,706619,1195988,0.16249115722526306,0.80991686,0.4136035954598378,10542.55,33837.3,44379.85,11651.66,40381.07,52032.73,1109.11,5957.08,7066.19,0.16249115722526306,809916.86,0.0080991686,11959.88,41271.53,0.0,0.4136035954598378,1054255,3383730,4437985,706619,80991686,0,1,92,0,2,0,1,0,0,4,0,132.52,167,94,N/A,34,48326.705882352944,7488.794117647059,0.15904669134308613,31771492,934455.6470588235,13098.058823529413,44886.08823529412,0.0,0.0,N/A,33,38065.121212121216,6539.121212121212,0.17192611527649468,19293756,584659.2727272727,9998.818181818182,35374.15151515151,0.0,0.0,N/A,33,46628.121212121216,7157.848484848485,0.1566050428102137,29926438,906861.7575757576,12748.272727272728,43444.818181818184,0.0,0.0,30239116273526.22,1.646724048961747,0.9601639630231019
97150000,2026-01-18T13:56:06.276130,5203816,1054364,4438446,706694,1196116,0.16249183586264135,0.80999945,0.41362932475394304,10543.64,33840.82,44384.46,11652.86,40385.3,52038.16,1109.21,5957.73,7066.94,0.16249183586264135,809999.45,0.008099994499999999,11961.16,41275.87,0.0,0.41362932475394304,1054364,3384082,4438446,706694,80999945,0,4,89,0,2,0,2,0,1,2,0,129.32,143,96,N/A,34,48331.91176470588,7489.470588235294,0.15904480049767256,31774855,934554.5588235294,13099.235294117647,44890.58823529412,0.0,0.0,N/A,33,38069.21212121212,6539.909090909091,0.1719282249194399,19295936,584725.3333333334,10000.09090909091,35378.181818181816,0.0,0.0,N/A,33,46632.63636363636,7158.636363636364,0.15660693778793183,29929154,906944.0606060605,12749.666666666666,43449.30303030303,0.0,0.0,30243928513942.887,1.6467122921634898,0.9601656769134718
97160000,2026-01-18T13:56:06.643259,5204348,1054473,4438896,706772,1196240,0.16249380310841116,0.8100854,0.4136561264507398,10544.73,33844.23,44388.96,11654.07,40389.41,52043.48,1109.33,5958.39,7067.72,0.16249380310841116,810085.4,0.008100854,11962.4,41280.11,0.0,0.4136561264507398,1054473,3384423,4438896,706772,81008540,0,3,90,0,0,0,1,0,2,4,0,118.06,157,91,N/A,34,48336.94117647059,7490.176470588235,0.15904375491391215,31778461,934660.6176470588,13100.470588235294,44895.117647058825,0.0,0.0,N/A,33,38072.606060606064,6540.666666666667,0.17193247159659486,19297645,584777.1212121212,10001.181818181818,35381.666666666664,0.0,0.0,N/A,33,46637.69696969697,7159.515151515152,0.1566097297297113,29932434,907043.4545454546,12751.060606060606,43454.0,0.0,0.0,30253035642789.56,1.6467533214545091,0.9601622778633871
97170000,2026-01-18T13:56:07.012318,5204887,1054581,4439357,706842,1196364,0.16249367336181897,0.81016946,0.4136801294197657,10545.81,33847.76,44393.57,11655.29,40393.58,52048.87,1109.47,5958.95,7068.42,0.16249367336181897,810169.46,0.0081016946,11963.64,41284.44,0.0,0.4136801294197657,1054581,3384776,4439357,706842,81016946,0,0,95,0,0,0,1,0,2,2,0,28.56,56,51,N/A,34,48341.64705882353,7490.882352941177,0.15904488298854813,31781575,934752.2058823529,13101.911764705883,44899.73529411765,0.0,0.0,N/A,33,38076.42424242424,6541.424242424242,0.17193482677514108,19299416,584830.7878787878,10002.424242424242,35385.72727272727,0.0,0.0,N/A,33,46643.0,7160.151515151515,0.15660581912095778,29935955,907150.1515151515,12752.09090909091,43458.30303030303,0.0,0.0,30260729820466.887,1.646763560099435,0.9601604887559415
97180000,2026-01-18T13:56:07.380048,5205415,1054692,4439811,706910,1196472,0.16249294954794863,0.81025548,0.4137035871777987,10546.92,33851.19,44398.11,11656.48,40397.67,52054.15,1109.56,5959.54,7069.1,0.16249294954794863,810255.48,0.0081025548,11964.72,41288.43,0.0,0.4137035871777987,1054692,3385119,4439811,706910,81025548,0,0,93,0,2,0,2,0,1,2,0,102.38,178,58,N/A,34,48346.94117647059,7491.529411764706,0.15904147669909677,31785251,934860.3235294118,13102.941176470587,44904.08823529412,0.0,0.0,N/A,33,38079.84848484849,6541.969696969697,0.17193365530145402,19301307,584888.0909090909,10003.363636363636,35388.878787878784,0.0,0.0,N/A,33,46647.878787878784,7161.0,0.15660830672962395,29938990,907242.1212121212,12753.363636363636,43462.757575757576,0.0,0.0,30268648564860.668,1.6467926757498856,0.9601586024811877
97190000,2026-01-18T13:56:07.748926,5205926,1054798,4440251,706976,1196588,0.16249190521474538,0.81033735,0.41372632291626354,10547.98,33854.53,44402.51,11657.6,40401.66,52059.26,1109.62,5960.14,7069.76,0.16249190521474538,810337.35,0.0081033735,11965.88,41292.47,0.0,0.41372632291626354,1054798,3385453,4440251,706976,81033735,0,2,93,0,1,0,1,0,1,2,0,7.8,62,21,N/A,34,48351.117647058825,7492.14705882353,0.15904101566212545,31788081,934943.5588235294,13104.264705882353,44908.14705882353,0.0,0.0,N/A,33,38084.030303030304,6542.575757575758,0.17193081133614718,19303503,584954.6363636364,10004.09090909091,35392.121212121216,0.0,0.0,N/A,33,46652.72727272727,7161.757575757576,0.156608461056649,29942151,907337.9090909091,12754.787878787878,43467.57575757576,0.0,0.0,30272552963432.0,1.6467519392723693,0.9601613984151798
97200000,2026-01-18T13:56:08.117848,5206454,1054907,4440703,707049,1196704,0.16249213638439428,0.81042193,0.41375153805487286,10549.07,33857.96,44407.03,11658.83,40405.71,52064.54,1109.76,5960.73,7070.49,0.16249213638439428,810421.93,0.0081042193,11967.04,41296.57,0.0,0.41375153805487286,1054907,3385796,4440703,707049,81042193,0,0,92,0,0,0,1,1,3,3,0,104.32,124,94,N/A,34,48355.794117647056,7492.911764705882,0.15904160233579132,31791457,935042.8529411765,13105.588235294117,44912.5,0.0,0.0,N/A,33,38087.454545454544,6543.363636363636,0.17193600074874063,19305154,585004.6666666666,10005.09090909091,35395.57575757576,0.0,0.0,N/A,33,46658.181818181816,7162.393939393939,0.15660336770648742,29945582,907441.8787878788,12755.939393939394,43472.06060606061,0.0,0.0,30281525016290.887,1.6467859826448419,0.9601580478230416
97210000,2026-01-18T13:56:08.486982,5206993,1055013,4441161,707123,1196836,0.16249159421407644,0.81050203,0.4137768396918403,10550.13,33861.48,44411.61,11660.0,40409.93,52069.93,1109.86,5961.37,7071.23,0.16249159421407644,810502.03,0.0081050203,11968.36,41300.97,0.0,0.4137768396918403,1055013,3386148,4441161,707123,81050203,0,2,90,0,0,0,1,0,2,5,0,79.5,118,92,N/A,34,48360.91176470588,7493.676470588235,0.15903972564636654,31794541,935133.5588235294,13107.0,44917.35294117647,0.0,0.0,N/A,33,38091.878787878784,6544.060606060606,0.1719343609704254,19307331,585070.6363636364,10006.060606060606,35399.30303030303,0.0,0.0,N/A,33,46662.36363636364,7163.151515151515,0.15660529810324675,29948331,907525.1818181818,12757.515151515152,43476.666666666664,0.0,0.0,30285531772022.223,1.6467600312026556,0.9601605479500366
97220000,2026-01-18T13:56:08.853909,5207524,1055118,4441606,707202,1196966,0.1624936661289607,0.81058692,0.41380395745057563,10551.18,33864.88,44416.06,11661.19,40414.05,52075.24,1110.0,5962.02,7072.02,0.1624936661289607,810586.92,0.008105869199999999,11969.66,41305.29,0.0,0.41380395745057563,1055118,3386488,4441606,707202,81058692,0,2,89,0,0,0,2,0,3,4,0,123.03,161,92,N/A,34,48365.794117647056,7494.323529411765,0.1590377311339459,31797956,935234.0,13108.35294117647,44921.91176470588,0.0,0.0,N/A,33,38095.818181818184,6544.969696969697,0.17194038271042678,19309333,585131.303030303,10007.242424242424,35403.21212121212,0.0,0.0,N/A,33,46666.878787878784,7163.969696969697,0.15660760984538868,29951403,907618.2727272727,12758.878787878788,43481.15151515151,0.0,0.0,30292124033648.668,1.6467661518914196,0.9601602349495619
97230000,2026-01-18T13:56:09.221755,5208073,1055222,4442066,707279,1197111,0.162494382576917,0.81066878,0.41383025302190807,10552.22,33868.44,44420.66,11662.36,40418.37,52080.73,1110.13,5962.66,7072.79,0.162494382576917,810668.78,0.0081066878,11971.11,41309.96,0.0,0.41383025302190807,1055222,3386844,4442066,707279,81066878,0,3,89,0,1,0,2,0,1,4,0,73.37,92,92,N/A,34,48371.17647058824,7495.14705882353,0.15903764741008533,31801387,935334.9117647059,13109.823529411764,44927.029411764706,0.0,0.0,N/A,33,38100.21212121212,6545.727272727273,0.17194036668469245,19311825,585206.8181818182,10008.515151515152,35407.545454545456,0.0,0.0,N/A,33,46670.878787878784,7164.69696969697,0.15660988318648325,29953666,907686.8484848485,12760.484848484848,43485.69696969697,0.0,0.0,30294667968329.56,1.646731316175452,0.9601647481377906
97240000,2026-01-18T13:56:09.590156,5208610,1055331,4442526,707350,1197234,0.16249457759848002,0.81075311,0.41385485480556455,10553.31,33871.95,44425.26,11663.58,40422.52,52086.1,1110.26,5963.24,7073.5,0.16249457759848002,810753.11,0.0081075311,11972.34,41314.23,0.0,0.41385485480556455,1055331,3387195,4442526,707350,81075311,0,0,94,0,0,0,1,0,2,3,0,122.92,165,96,N/A,34,48377.08823529412,7495.676470588235,0.15902933059072583,31805621,935459.4411764706,13110.79411764706,44931.44117647059,0.0,0.0,N/A,33,38103.181818181816,6546.363636363636,0.17194366525930257,19313290,585251.2121212122,10009.515151515152,35410.72727272727,0.0,0.0,N/A,33,46675.757575757576,7165.666666666667,0.1566157444304951,29956400,907769.696969697,12762.212121212122,43490.90909090909,0.0,0.0,30305971399166.89,1.6468256314693146,0.9601584364053156
97250000,2026-01-18T13:56:09.959770,5209143,1055442,4442983,707423,1197348,0.16249458703626868,0.81083698,0.4138799229681278,10554.42,33875.41,44429.83,11664.81,40426.62,52091.43,1110.38,5963.85,7074.23,0.16249458703626868,810836.98,0.008108369800000001,11973.48,41318.28,0.0,0.4138799229681278,1055442,3387541,4442983,707423,81083698,0,1,93,0,0,0,1,0,2,3,0,42.41,75,95,N/A,34,48382.41176470588,7496.264705882353,0.15902313890326875,31809102,935561.8235294118,13111.79411764706,44935.64705882353,0.0,0.0,N/A,33,38106.666666666664,6546.909090909091,0.1719424447806195,19315202,585309.1515151515,10010.363636363636,35413.72727272727,0.0,0.0,N/A,33,46680.63636363636,7166.727272727273,0.15662337282288746,29959394,907860.4242424242,12763.787878787878,43495.84848484849,0.0,0.0,30313086692014.223,1.6468428339501704,0.9601573702098477
97260000,2026-01-18T13:56:10.329209,5209697,1055553,4443458,707496,1197472,0.16249442774494835,0.81092218,0.4139051312833605,10555.53,33879.05,44434.58,11666.07,40430.9,52096.97,1110.53,5964.43,7074.96,0.16249442774494835,810922.18,0.0081092218,11974.72,41322.64,0.0,0.4139051312833605,1055553,3387905,4443458,707496,81092218,0,1,94,0,0,0,2,0,2,1,0,102.6,150,96,N/A,34,48387.85294117647,7496.882352941177,0.1590187876664602,31812645,935666.0294117647,13112.941176470587,44940.17647058824,0.0,0.0,N/A,33,38110.818181818184,6547.818181818182,0.1719473410595085,19317135,585367.7272727273,10011.666666666666,35417.93939393939,0.0,0.0,N/A,33,46685.27272727273,7167.393939393939,0.15662247693549722,29962438,907952.6666666666,12765.060606060606,43500.181818181816,0.0,0.0,30320390229417.56,1.646861452280579,0.9601561932499608
97270000,2026-01-18T13:56:10.696149,5210227,1055661,4443909,707570,1197593,0.16249518905650895,0.81100691,0.413930583787304,10556.61,33882.48,44439.09,11667.25,40435.02,52102.27,1110.63,5965.07,7075.7,0.16249518905650895,811006.91,0.0081100691,11975.93,41326.79,0.0,0.413930583787304,1055661,3388248,4443909,707570,81100691,0,1,92,0,1,0,2,0,2,2,0,116.26,148,97,N/A,34,48392.26470588235,7497.794117647059,0.159024010935561,31815846,935760.1764705882,13114.470588235294,44944.82352941176,0.0,0.0,N/A,33,38114.333333333336,6548.666666666667,0.1719536105087425,19318881,585420.6363636364,10012.939393939394,35421.69696969697,0.0,0.0,N/A,33,46690.878787878784,7167.848484848485,0.15661313294100968,29965964,908059.5151515151,12765.878787878788,43504.21212121212,0.0,0.0,30328508226004.223,1.6468783052186098,0.9601539458768874
97280000,2026-01-18T13:56:11.063826,5210761,1055769,4444359,707646,1197722,0.16249576620841757,0.8110904,0.4139565459735904,10557.69,33885.9,44443.59,11668.41,40439.2,52107.61,1110.71,5965.75,7076.46,0.16249576620841757,811090.4,0.008110904,11977.22,41331.08,0.0,0.4139565459735904,1055769,3388590,4444359,707646,81109040,0,5,90,0,0,0,2,0,2,1,0,115.27,152,89,N/A,34,48396.970588235294,7498.617647058823,0.1590247909558196,31818938,935851.1176470588,13115.764705882353,44949.205882352944,0.0,0.0,N/A,33,38118.27272727273,6549.363636363636,0.17195442055314325,19320931,585482.7575757576,10014.30303030303,35425.84848484849,0.0,0.0,N/A,33,46695.72727272727,7168.606060606061,0.15661326818455054,29969171,908156.696969697,12767.09090909091,43508.545454545456,0.0,0.0,30334092447104.22,1.6468636009310318,0.9601547789082854
97290000,2026-01-18T13:56:11.432300,5211290,1055878,4444810,707720,1197841,0.16249598201039514,0.81117553,0.4139818220137281,10558.78,33889.32,44448.1,11669.59,40443.31,52112.9,1110.81,5966.39,7077.2,0.16249598201039514,811175.53,0.0081117553,11978.41,41335.2,0.0,0.4139818220137281,1055878,3388932,4444810,707720,81117553,1,3,90,0,1,0,2,0,1,2,0,15.36,77,96,N/A,34,48402.05882352941,7499.470588235294,0.15902628670132812,31822516,935956.3529411765,13117.176470588236,44954.029411764706,0.0,0.0,N/A,33,38122.63636363636,6550.0,0.17195134304867166,19323258,585553.2727272727,10015.30303030303,35429.57575757576,0.0,0.0,N/A,33,46699.78787878788,7169.333333333333,0.15661545856327855,29971779,908235.7272727273,12768.242424242424,43512.333333333336,0.0,0.0,30338630831241.55,1.6468504431292073,0.9601570858455364
97300000,2026-01-18T13:56:11.800327,5211837,1055988,4445275,707795,1197972,0.16249636478557133,0.81125843,0.4140074116450071,10559.88,33892.87,44452.75,11670.81,40447.56,52118.37,1110.92,5967.03,7077.95,0.16249636478557133,811258.43,0.0081125843,11979.72,41339.69,0.0,0.4140074116450071,1055988,3389287,4445275,707795,81125843,0,1,95,0,0,0,1,0,2,1,0,105.02,158,95,N/A,34,48407.294117647056,7500.323529411765,0.15902740674877147,31825894,936055.7058823529,13118.617647058823,44958.94117647059,0.0,0.0,N/A,33,38126.0,6550.666666666667,0.17195368191266888,19324728,585597.8181818182,10016.454545454546,35433.30303030303,0.0,0.0,N/A,33,46705.121212121216,7170.060606060606,0.15661312563578264,29975221,908340.0303030303,12769.575757575758,43517.15151515151,0.0,0.0,30348571450614.89,1.6468999718909367,0.9601523718344869
