tick,timestamp,channel_total_generated_packets,channel_total_data_packet_sent,channel_total_sent_packets,channel_total_loss_packets,channel_total_timeout_nodes,channel_avg_packet_loss_percentage,channel_total_throughput,channel_avg_recent_packet_loss,nodes_avg_data_packet_sent,nodes_avg_control_packet_sent,nodes_avg_total_packet_sent,nodes_avg_data_packet_generated,nodes_avg_control_packet_generated,nodes_avg_total_packet_generated,nodes_avg_data_packet_loss,nodes_avg_control_packet_loss,nodes_avg_total_packet_loss,nodes_avg_packet_loss_percentage,nodes_avg_success_sent_bits,nodes_avg_throughput_per_node,nodes_avg_timeout_retry,nodes_avg_cw_enters,nodes_avg_cw_increase,nodes_avg_recent_packet_loss_pct,nodes_total_data_packet_sent,nodes_total_control_packet_sent,nodes_total_packet_sent,nodes_total_packet_loss,nodes_total_success_bits,nodes_nodes_in_IDLE,nodes_nodes_in_WAITING_UNTIL_CHANNEL_IS_CLEAR,nodes_nodes_in_SENDING_RTS,nodes_nodes_in_SENDING_CTS,nodes_nodes_in_WAITING_CTS,nodes_nodes_in_SENDING_DATA,nodes_nodes_in_WAITING_DATA,nodes_nodes_in_SENDING_ACK,nodes_nodes_in_WAITING_ACK,nodes_nodes_in_TIMEOUT,nodes_nodes_in_END_BACKOFF_TIMEOUT,nodes_avg_nav_seconds,nodes_max_nav_seconds,nodes_nodes_with_active_nav
730000,2026-01-18T10:39:33.268542,69278,7372,45504,18478,40101,0.4306397994588797,0.006463,0.2965792250279529,73.72,381.32,455.04,117.66,575.12,692.78,43.93,140.85,184.78,0.4306397994588797,6463.0,6.463e-05,401.01,893.53,0.0,0.2965792250279529,7372,38132,45504,18478,646300,0,1,69,0,3,0,6,0,2,19,0,40.08,78,61
740000,2026-01-18T10:39:33.659973,70202,7470,46110,18733,40638,0.43076234039137296,0.0065526,0.2967031780409702,74.7,386.4,461.1,119.26,582.76,702.02,44.56,142.77,187.33,0.43076234039137296,6552.6,6.5526e-05,406.38,905.43,0.0,0.2967031780409702,7470,38640,46110,18733,655260,0,2,69,0,4,0,6,0,2,17,0,64.07,178,47
750000,2026-01-18T10:39:34.047652,71184,7572,46752,18985,41202,0.4306982272973143,0.00663925,0.2966773215119959,75.72,391.8,467.52,120.93,590.91,711.84,45.2,144.65,189.85,0.4306982272973143,6639.25,6.63925e-05,412.02,918.1,0.0,0.2966773215119959,7572,39180,46752,18985,663925,0,1,72,0,6,0,10,0,4,7,0,81.73,135,71
760000,2026-01-18T10:39:34.431836,72128,7677,47364,19243,41752,0.43107032513755533,0.00672846,0.29684912279743053,76.77,396.87,473.64,122.52,598.76,721.28,45.74,146.69,192.43,0.43107032513755533,6728.46,6.72846e-05,417.52,930.29,0.0,0.29684912279743053,7677,39687,47364,19243,672846,0,0,77,0,2,0,5,0,6,10,0,83.3,168,81
770000,2026-01-18T10:39:34.829905,73097,7776,48006,19503,42306,0.43089115407479417,0.00681661,0.29678691205163465,77.76,402.3,480.06,124.26,606.71,730.97,46.49,148.54,195.03,0.43089115407479417,6816.61,6.81661e-05,423.06,942.56,0.0,0.29678691205163465,7776,40230,48006,19503,681661,0,1,70,0,2,0,8,0,6,13,0,59.2,124,64
780000,2026-01-18T10:39:35.208944,74009,7874,48612,19745,42833,0.43087811391356723,0.00690682,0.2967533470306779,78.74,407.38,486.12,125.82,614.27,740.09,47.07,150.38,197.45,0.43087811391356723,6906.82,6.90682e-05,428.33,954.31,0.0,0.2967533470306779,7874,40738,48612,19745,690682,0,2,73,0,2,0,6,0,5,12,0,80.28,158,81
790000,2026-01-18T10:39:35.593364,74933,7968,49206,19994,43388,0.4310258767148307,0.0069929,0.29681413583673577,79.68,412.38,492.06,127.34,621.99,749.33,47.65,152.29,199.94,0.4310258767148307,6992.9,6.9929e-05,433.88,966.44,0.0,0.29681413583673577,7968,41238,49206,19994,699290,0,2,68,0,1,0,7,0,3,19,0,31.97,120,55
800000,2026-01-18T10:39:36.004638,75858,8071,49832,20231,43898,0.4305064415244114,0.0070838,0.2965868701002735,80.71,417.61,498.32,128.95,629.63,758.58,48.23,154.08,202.31,0.4305064415244114,7083.8,7.0838e-05,438.98,978.06,0.0,0.2965868701002735,8071,41761,49832,20231,708380,0,2,72,0,2,0,6,0,5,13,0,55.45,173,75
810000,2026-01-18T10:39:36.386293,76821,8168,50466,20490,44471,0.43048303316055375,0.00717073,0.29653689330834015,81.68,422.98,504.66,130.52,637.69,768.21,48.83,156.07,204.9,0.43048303316055375,7170.73,7.17073e-05,444.71,990.71,0.0,0.29653689330834015,8168,42298,50466,20490,717073,0,3,65,0,1,0,6,0,3,22,0,62.77,129,76
820000,2026-01-18T10:39:36.777201,77762,8270,51075,20742,45011,0.4305655365381053,0.00725999,0.296576704671843,82.7,428.05,510.75,132.12,645.5,777.62,49.42,158.0,207.42,0.4305655365381053,7259.99,7.25999e-05,450.11,1002.86,0.0,0.296576704671843,8270,42805,51075,20742,725999,0,1,75,0,7,0,5,0,3,9,0,99.37,176,66
830000,2026-01-18T10:39:37.163481,78724,8376,51712,21002,45559,0.4304614294609444,0.00734943,0.2965914232045379,83.76,433.36,517.12,133.79,653.45,787.24,50.03,159.99,210.02,0.4304614294609444,7349.43,7.349429999999999e-05,455.59,1015.12,0.0,0.2965914232045379,8376,43336,51712,21002,734943,0,0,75,0,3,0,6,0,4,12,0,58.11,172,55
840000,2026-01-18T10:39:37.550387,79673,8483,52337,21260,46096,0.43038374063998747,0.00743959,0.29656677577937435,84.83,438.54,523.37,135.4,661.33,796.73,50.57,162.03,212.6,0.43038374063998747,7439.59,7.43959e-05,460.96,1027.14,0.0,0.29656677577937435,8483,43854,52337,21260,743959,0,2,72,0,4,0,6,0,4,12,0,59.13,122,74
850000,2026-01-18T10:39:37.939613,80600,8585,52951,21505,46634,0.4301714704313714,0.00752755,0.29649342969557807,85.85,443.66,529.51,136.99,669.01,806.0,51.13,163.92,215.05,0.4301714704313714,7527.55,7.52755e-05,466.34,1039.12,0.0,0.29649342969557807,8585,44366,52951,21505,752755,0,0,76,0,1,0,3,0,2,18,0,13.22,88,25
860000,2026-01-18T10:39:38.320447,81540,8684,53562,21763,47175,0.4303011561088781,0.00761697,0.2966189608428173,86.84,448.78,535.62,138.61,676.79,815.4,51.77,165.86,217.63,0.4303011561088781,7616.97,7.61697e-05,471.75,1051.18,0.0,0.2966189608428173,8684,44878,53562,21763,761697,0,0,72,0,3,0,7,0,2,16,0,35.07,176,42
870000,2026-01-18T10:39:38.706150,82455,8783,54168,22015,47705,0.4303510940318278,0.00770694,0.2966602004593594,87.83,453.85,541.68,140.15,684.4,824.55,52.31,167.84,220.15,0.4303510940318278,7706.94,7.70694e-05,477.05,1063.08,0.0,0.2966602004593594,8783,45385,54168,22015,770694,0,3,71,0,3,0,6,0,5,12,0,76.25,145,70
880000,2026-01-18T10:39:39.113293,83376,8881,54783,22256,48241,0.4300348003470769,0.00779548,0.2965351809888677,88.81,459.02,547.83,141.7,692.06,833.76,52.88,169.68,222.56,0.4300348003470769,7795.48,7.79548e-05,482.41,1075.11,0.0,0.2965351809888677,8881,45902,54783,22256,779548,0,2,79,0,2,0,4,0,3,10,0,65.16,143,74
890000,2026-01-18T10:39:39.511891,84356,8991,55444,22512,48786,0.4296774986563171,0.00788478,0.2964066257162623,89.91,464.53,554.44,143.36,700.2,843.56,53.45,171.67,225.12,0.4296774986563171,7884.78,7.884779999999999e-05,487.86,1087.34,0.0,0.2964066257162623,8991,46453,55444,22512,788478,0,0,70,0,3,0,7,0,4,16,0,69.48,166,57
900000,2026-01-18T10:39:39.900107,85335,9095,56090,22772,49337,0.4295271131288905,0.00797277,0.29638688098184296,90.95,469.95,560.9,145.11,708.24,853.35,54.15,173.57,227.72,0.4295271131288905,7972.77,7.97277e-05,493.37,1099.65,0.0,0.29638688098184296,9095,46995,56090,22772,797277,0,2,65,0,6,0,10,0,5,12,0,88.97,153,78
910000,2026-01-18T10:39:40.288465,86237,9199,56687,23012,49847,0.42938982232320805,0.00806305,0.29635871596139557,91.99,474.88,566.87,146.7,715.67,862.37,54.71,175.41,230.12,0.42938982232320805,8063.05,8.06305e-05,498.47,1111.05,0.0,0.29635871596139557,9199,47488,56687,23012,806305,0,1,76,0,2,0,6,0,6,9,0,32.32,177,31
920000,2026-01-18T10:39:40.685446,87185,9303,57312,23270,50392,0.4295327662423991,0.00815218,0.2964364947886867,93.03,480.09,573.12,148.33,723.52,871.85,55.29,177.41,232.7,0.4295327662423991,8152.18,8.15218e-05,503.92,1123.17,0.0,0.2964364947886867,9303,48009,57312,23270,815218,0,1,77,0,4,0,7,0,2,9,0,101.64,161,78
930000,2026-01-18T10:39:41.071104,88138,9406,57938,23530,50950,0.4296069137439811,0.00824055,0.29651252217556556,94.06,485.32,579.38,149.89,731.49,881.38,55.82,179.48,235.3,0.4296069137439811,8240.55,8.240549999999999e-05,509.5,1135.6,0.0,0.29651252217556556,9406,48532,57938,23530,824055,0,0,78,0,5,0,3,0,4,10,0,95.47,150,76
940000,2026-01-18T10:39:41.458147,89069,9510,58550,23782,51487,0.4296432652805805,0.00833002,0.296555866049199,95.1,490.4,585.5,151.44,739.25,890.69,56.33,181.49,237.82,0.4296432652805805,8330.02,8.33002e-05,514.87,1147.49,0.0,0.296555866049199,9510,49040,58550,23782,833002,0,3,72,0,2,0,5,0,4,14,0,43.63,138,66
950000,2026-01-18T10:39:41.846912,90029,9611,59175,24040,52047,0.42981601628901267,0.00841759,0.2966244376848337,96.11,495.64,591.75,153.05,747.24,900.29,56.93,183.47,240.4,0.42981601628901267,8417.59,8.41759e-05,520.47,1159.91,0.0,0.2966244376848337,9611,49564,59175,24040,841759,0,1,71,0,7,0,5,0,2,14,0,42.36,94,59
960000,2026-01-18T10:39:42.244412,90972,9713,59796,24292,52590,0.4298224575878027,0.00850673,0.29664535893444904,97.13,500.83,597.96,154.69,755.03,909.72,57.55,185.37,242.92,0.4298224575878027,8506.73,8.506730000000001e-05,525.9,1172.01,0.0,0.29664535893444904,9713,50083,59796,24292,850673,0,3,72,0,0,0,6,0,3,16,0,18.76,107,37
970000,2026-01-18T10:39:42.636649,91904,9811,60406,24544,53134,0.4298858624000958,0.00859561,0.2966884880469026,98.11,505.95,604.06,156.26,762.78,919.04,58.14,187.3,245.44,0.4298858624000958,8595.61,8.59561e-05,531.34,1184.15,0.0,0.2966884880469026,9811,50595,60406,24544,859561,0,0,76,0,1,0,6,0,4,13,0,38.62,139,51
980000,2026-01-18T10:39:43.056153,92860,9909,61027,24799,53694,0.43011749596749793,0.00868319,0.2967678666450391,99.09,511.18,610.27,157.84,770.76,928.6,58.75,189.24,247.99,0.43011749596749793,8683.19,8.68319e-05,536.94,1196.5,0.0,0.2967678666450391,9909,51118,61027,24799,868319,0,3,74,1,6,0,9,0,2,5,0,80.41,181,80
990000,2026-01-18T10:39:43.452003,93809,10014,61660,25055,54229,0.43019929712384647,0.00877278,0.2967836583321899,100.14,516.46,616.6,159.55,778.54,938.09,59.4,191.15,250.55,0.43019929712384647,8772.78,8.77278e-05,542.29,1208.49,0.0,0.2967836583321899,10014,51646,61660,25055,877278,0,1,68,0,2,0,8,0,4,17,0,78.93,146,70
1000000,2026-01-18T10:39:43.866855,94693,10119,62246,25293,54716,0.43028741841002605,0.00886424,0.2968263810310996,101.19,521.27,622.46,161.15,785.78,946.93,59.95,192.98,252.93,0.43028741841002605,8864.24,8.864240000000001e-05,547.16,1219.47,0.0,0.2968263810310996,10119,52127,62246,25293,886424,0,1,74,0,1,0,8,0,4,12,0,65.31,154,73
1010000,2026-01-18T10:39:44.295421,95606,10219,62839,25536,55252,0.4301145144726728,0.00895291,0.2967485331962795,102.19,526.2,628.39,162.6,793.46,956.06,60.41,194.95,255.36,0.4301145144726728,8952.91,8.95291e-05,552.52,1231.35,0.0,0.2967485331962795,10219,52620,62839,25536,895291,0,3,71,0,3,0,6,0,2,15,0,37.21,176,72
1020000,2026-01-18T10:39:44.693034,96609,10318,63507,25800,55836,0.42993920629585014,0.00903929,0.29667707462942267,103.18,531.89,635.07,164.37,801.72,966.09,61.19,196.81,258.0,0.42993920629585014,9039.29,9.03929e-05,558.36,1244.24,0.0,0.29667707462942267,10318,53189,63507,25800,903929,0,3,69,0,6,0,5,0,4,13,0,86.56,177,77
1030000,2026-01-18T10:39:45.100788,97545,10419,64121,26053,56387,0.43012056230025064,0.00912796,0.2967664274862516,104.19,537.02,641.21,165.95,809.5,975.45,61.75,198.78,260.53,0.43012056230025064,9127.96,9.127959999999999e-05,563.87,1256.54,0.0,0.2967664274862516,10419,53702,64121,26053,912796,0,1,78,0,0,0,3,0,3,15,0,35.86,142,57
1040000,2026-01-18T10:39:45.496422,98520,10519,64774,26314,56942,0.42984961559465007,0.00921741,0.2967045610230256,105.19,542.55,647.74,167.65,817.55,985.2,62.45,200.69,263.14,0.42984961559465007,9217.41,9.217410000000001e-05,569.42,1268.98,0.0,0.2967045610230256,10519,54255,64774,26314,921741,0,1,77,0,3,0,8,0,2,9,0,58.88,154,69
1050000,2026-01-18T10:39:45.879879,99462,10618,65385,26576,57502,0.43015990146966415,0.00930614,0.2968417109158103,106.18,547.67,653.85,169.24,825.38,994.62,63.06,202.7,265.76,0.43015990146966415,9306.14,9.30614e-05,575.02,1281.25,0.0,0.2968417109158103,10618,54767,65385,26576,930614,0,0,73,0,5,0,4,0,4,14,0,107.29,178,77
1060000,2026-01-18T10:39:46.260242,100339,10715,65942,26816,58022,0.4305539229026366,0.00939546,0.29699891870637574,107.15,552.27,659.42,170.62,832.77,1003.39,63.47,204.69,268.16,0.4305539229026366,9395.46,9.395459999999999e-05,580.22,1292.72,0.0,0.29699891870637574,10715,55227,65942,26816,939546,1,1,69,0,1,0,6,0,3,19,0,34.8,122,63
1070000,2026-01-18T10:39:46.646840,101293,10810,66562,27075,58588,0.43086187906057366,0.00948425,0.2971073024451954,108.1,557.52,665.62,172.2,840.73,1012.93,64.09,206.66,270.75,0.43086187906057366,9484.25,9.484249999999999e-05,585.88,1305.29,0.0,0.2971073024451954,10810,55752,66562,27075,948425,0,1,67,0,3,0,6,0,4,19,0,81.21,151,75
1080000,2026-01-18T10:39:47.048356,102213,10908,67163,27329,59125,0.431093873440548,0.00957357,0.29721695689071437,109.08,562.55,671.63,173.8,848.33,1022.13,64.71,208.58,273.29,0.431093873440548,9573.57,9.57357e-05,591.25,1317.26,0.0,0.29721695689071437,10908,56255,67163,27329,957357,0,1,75,0,3,0,5,0,4,12,0,61.34,166,79
1090000,2026-01-18T10:39:47.440827,103163,11003,67772,27586,59697,0.43127504168490083,0.00966037,0.297273778835179,110.03,567.69,677.72,175.36,856.27,1031.63,65.33,210.53,275.86,0.43127504168490083,9660.37,9.660369999999999e-05,596.97,1329.83,0.0,0.297273778835179,11003,56769,67772,27586,966037,0,0,76,0,2,1,4,0,4,13,0,111.74,174,84
1100000,2026-01-18T10:39:47.822392,104070,11099,68368,27837,60226,0.4314661726975006,0.00975038,0.2973282584764415,110.99,572.69,683.68,176.87,863.83,1040.7,65.87,212.5,278.37,0.4314661726975006,9750.38,9.750379999999999e-05,602.26,1341.5,0.0,0.2973282584764415,11099,57269,68368,27837,975038,0,1,69,0,3,0,8,0,3,16,0,76.49,140,70
1110000,2026-01-18T10:39:48.206021,104990,11200,68974,28095,60762,0.43165708996104873,0.00984138,0.2974107276681861,112.0,577.74,689.74,178.41,871.49,1049.9,66.41,214.54,280.95,0.43165708996104873,9841.38,9.84138e-05,607.62,1353.5,0.0,0.2974107276681861,11200,57774,68974,28095,984138,0,2,78,0,3,0,5,0,3,9,0,32.23,114,68
1120000,2026-01-18T10:39:48.589771,105881,11296,69545,28346,61284,0.4319921703912141,0.00993156,0.29756397708090326,112.96,582.49,695.45,179.92,878.89,1058.81,66.95,216.51,283.46,0.4319921703912141,9931.56,9.931560000000001e-05,612.84,1365.07,0.0,0.29756397708090326,11296,58249,69545,28346,993156,0,0,76,0,2,0,6,0,4,12,0,64.47,143,75
1130000,2026-01-18T10:39:48.992678,106907,11400,70231,28616,61873,0.43186798977451607,0.01001871,0.29749538553885463,114.0,588.31,702.31,181.7,887.37,1069.07,67.7,218.46,286.16,0.43186798977451607,10018.71,0.0001001871,618.73,1378.08,0.0,0.29749538553885463,11400,58831,70231,28616,1001871,0,2,68,0,7,0,8,0,4,11,0,112.9,177,74
1140000,2026-01-18T10:39:49.379227,107799,11494,70805,28867,62420,0.4321735479763268,0.0101073,0.29763519016298046,114.94,593.11,708.05,183.16,894.83,1077.99,68.21,220.46,288.67,0.4321735479763268,10107.3,0.000101073,624.2,1390.04,0.0,0.29763519016298046,11494,59311,70805,28867,1010730,0,1,77,0,0,0,6,0,2,14,0,66.04,139,68
1150000,2026-01-18T10:39:49.768890,108714,11590,71400,29117,62955,0.4322974474496127,0.01019699,0.2976946959906271,115.9,598.1,714.0,184.71,902.43,1087.14,68.8,222.37,291.17,0.4322974474496127,10196.99,0.0001019699,629.55,1401.93,0.0,0.2976946959906271,11590,59810,71400,29117,1019699,0,0,75,0,2,0,5,0,4,14,0,76.14,133,76
1160000,2026-01-18T10:39:50.149858,109648,11687,72011,29381,63503,0.4324325836762902,0.01028809,0.2977740459610323,116.87,603.24,720.11,186.29,910.19,1096.48,69.41,224.4,293.81,0.4324325836762902,10288.09,0.0001028809,635.03,1414.07,0.0,0.2977740459610323,11687,60324,72011,29381,1028809,0,1,73,0,3,0,7,0,5,11,0,99.04,172,78
1170000,2026-01-18T10:39:50.531324,110585,11794,72629,29644,64041,0.43261689701588163,0.0103786,0.2978713050875074,117.94,608.35,726.29,187.86,917.99,1105.85,69.91,226.53,296.44,0.43261689701588163,10378.6,0.000103786,640.41,1426.11,0.0,0.2978713050875074,11794,60835,72629,29644,1037860,0,0,74,0,2,0,6,0,3,15,0,64.67,170,60
1180000,2026-01-18T10:39:50.933212,111581,11894,73285,29914,64627,0.4327107039340127,0.01046609,0.2979142119777715,118.94,613.91,732.85,189.57,926.24,1115.81,70.62,228.52,299.14,0.4327107039340127,10466.09,0.00010466090000000001,646.27,1439.08,0.0,0.2979142119777715,11894,61391,73285,29914,1046609,0,1,70,0,5,0,8,0,2,14,0,109.73,161,75
1190000,2026-01-18T10:39:51.320960,112512,11995,73882,30159,65171,0.43265166006268024,0.01055478,0.2978991139132752,119.95,618.87,738.82,191.15,933.97,1125.12,71.2,230.39,301.59,0.43265166006268024,10554.78,0.0001055478,651.71,1451.16,0.0,0.2978991139132752,11995,61887,73882,30159,1055478,1,1,80,0,0,0,4,0,4,10,0,35.91,122,62
1200000,2026-01-18T10:39:51.708162,113465,12091,74509,30414,65716,0.43268256213466755,0.01064394,0.29792984898205044,120.91,624.18,745.09,192.73,941.92,1134.65,71.82,232.32,304.14,0.43268256213466755,10643.94,0.00010643939999999999,657.16,1463.34,0.0,0.29792984898205044,12091,62418,74509,30414,1064394,0,1,73,0,6,0,9,0,5,6,0,119.61,179,84
1210000,2026-01-18T10:39:52.093971,114407,12188,75120,30666,66272,0.43268864884958363,0.01073064,0.2979260973657981,121.88,629.32,751.2,194.39,949.68,1144.07,72.5,234.16,306.66,0.43268864884958363,10730.64,0.00010730639999999999,662.72,1475.5,0.0,0.2979260973657981,12188,62932,75120,30666,1073064,0,2,68,0,0,0,10,0,8,12,0,89.24,170,78
1220000,2026-01-18T10:39:52.482275,115338,12289,75720,30927,66826,0.43300979197339623,0.01081948,0.2980701067554917,122.89,634.31,757.2,195.82,957.56,1153.38,72.93,236.34,309.27,0.43300979197339623,10819.48,0.00010819479999999999,668.26,1487.81,0.0,0.2980701067554917,12289,63431,75720,30927,1081948,0,1,79,0,4,0,7,0,5,4,0,78.45,161,80
1230000,2026-01-18T10:39:52.864383,116294,12390,76339,31187,67383,0.4331307959365519,0.01090834,0.298129054148769,123.9,639.49,763.39,197.47,965.47,1162.94,73.57,238.3,311.87,0.4331307959365519,10908.34,0.00010908340000000001,673.83,1500.13,0.0,0.298129054148769,12390,63949,76339,31187,1090834,0,1,71,0,6,0,7,0,4,11,0,107.66,180,70
1240000,2026-01-18T10:39:53.252625,117261,12491,76973,31442,67949,0.4330562791745798,0.01099544,0.298098189379169,124.91,644.82,769.73,199.12,973.49,1172.61,74.21,240.21,314.42,0.4330562791745798,10995.44,0.0001099544,679.49,1512.7,0.0,0.298098189379169,12491,64482,76973,31442,1099544,0,1,70,0,3,0,2,0,4,20,0,47.77,181,66
1250000,2026-01-18T10:39:53.637579,118162,12587,77564,31692,68474,0.4330776538279326,0.01108493,0.29810354667759986,125.87,649.77,775.64,200.64,980.98,1181.62,74.76,242.16,316.92,0.4330776538279326,11084.93,0.0001108493,684.74,1524.4,0.0,0.29810354667759986,12587,64977,77564,31692,1108493,0,2,68,0,1,0,5,0,4,20,0,63.55,149,77
1260000,2026-01-18T10:39:54.032300,119119,12688,78192,31943,69030,0.43303053900567556,0.01117294,0.2980756220943774,126.88,655.04,781.92,202.22,988.97,1191.19,75.33,244.1,319.43,0.43303053900567556,11172.94,0.00011172939999999999,690.3,1536.78,0.0,0.2980756220943774,12688,65504,78192,31943,1117294,0,5,65,0,1,0,7,0,4,18,0,36.53,150,58
1270000,2026-01-18T10:39:54.418515,120094,12793,78827,32209,69587,0.43315923080050744,0.01126002,0.2981438657947249,127.93,660.34,788.27,203.91,997.03,1200.94,75.97,246.12,322.09,0.43315923080050744,11260.02,0.00011260020000000001,695.87,1549.28,0.0,0.2981438657947249,12793,66034,78827,32209,1126002,0,2,72,0,5,0,6,0,4,11,0,61.27,131,81
1280000,2026-01-18T10:39:54.800616,121026,12892,79438,32454,70133,0.4331127311124099,0.0113491,0.29814659456564185,128.92,665.46,794.38,205.47,1004.79,1210.26,76.54,248.0,324.54,0.4331127311124099,11349.1,0.00011349099999999999,701.33,1561.49,0.0,0.29814659456564185,12892,66546,79438,32454,1134910,1,0,82,0,3,0,5,0,5,4,0,93.61,171,82
1290000,2026-01-18T10:39:55.203101,121945,12995,80038,32703,70655,0.433212650528735,0.01143797,0.2982004333662954,129.95,670.43,800.38,207.07,1012.38,1219.45,77.11,249.92,327.03,0.433212650528735,11437.97,0.0001143797,706.55,1573.12,0.0,0.2982004333662954,12995,67043,80038,32703,1143797,0,1,78,0,3,0,7,0,3,8,0,69.17,121,76
1300000,2026-01-18T10:39:55.593554,122893,13105,80672,32948,71181,0.43299441573421843,0.01152803,0.2981268586154072,131.05,675.67,806.72,208.68,1020.25,1228.93,77.63,251.85,329.48,0.43299441573421843,11528.03,0.0001152803,711.81,1584.95,0.0,0.2981268586154072,13105,67567,80672,32948,1152803,0,0,74,0,5,0,5,0,3,13,0,91.74,176,73
1310000,2026-01-18T10:39:55.984676,123838,13202,81289,33195,71732,0.433101123505325,0.01161481,0.29816097819077475,132.02,680.87,812.89,210.33,1028.05,1238.38,78.3,253.65,331.95,0.433101123505325,11614.81,0.0001161481,717.32,1597.16,0.0,0.29816097819077475,13202,68087,81289,33195,1161481,0,2,73,0,3,0,6,0,4,12,0,69.25,136,68
1320000,2026-01-18T10:39:56.367822,124818,13299,81927,33457,72306,0.43314827743624157,0.01170177,0.298187196099582,132.99,686.28,819.27,212.04,1036.14,1248.18,79.04,255.53,334.57,0.43314827743624157,11701.77,0.0001170177,723.06,1609.88,0.0,0.298187196099582,13299,68628,81927,33457,1170177,0,1,71,0,3,0,9,0,6,10,0,78.67,131,83
1330000,2026-01-18T10:39:56.752873,125808,13401,82598,33711,72872,0.43281299426326236,0.01179052,0.29805447712113553,134.01,691.97,825.98,213.81,1044.27,1258.08,79.8,257.31,337.11,0.43281299426326236,11790.52,0.0001179052,728.72,1622.52,0.0,0.29805447712113553,13401,69197,82598,33711,1179052,0,1,71,1,2,0,10,0,3,12,0,105.33,181,77
1340000,2026-01-18T10:39:57.135916,126751,13504,83218,33959,73417,0.43265883242114644,0.01187871,0.2980054388682081,135.04,697.14,832.18,215.39,1052.12,1267.51,80.34,259.25,339.59,0.43265883242114644,11878.71,0.0001187871,734.17,1634.68,0.0,0.2980054388682081,13504,69714,83218,33959,1187871,0,1,73,0,1,0,4,0,4,17,0,49.49,122,63
1350000,2026-01-18T10:39:57.516814,127692,13607,83831,34213,73958,0.43273317387888094,0.01196716,0.2980376316055122,136.07,702.24,838.31,216.98,1059.94,1276.92,80.9,261.23,342.13,0.43273317387888094,11967.16,0.00011967159999999999,739.58,1646.63,0.0,0.2980376316055122,13607,70224,83831,34213,1196716,0,1,67,0,0,0,7,0,7,18,0,35.41,108,72
1360000,2026-01-18T10:39:57.914050,128614,13712,84442,34453,74477,0.4325064144935072,0.01205712,0.2979123248287272,137.12,707.3,844.42,218.56,1067.58,1286.14,81.44,263.09,344.53,0.4325064144935072,12057.12,0.0001205712,744.77,1658.39,0.0,0.2979123248287272,13712,70730,84442,34453,1205712,0,0,76,0,4,0,3,0,3,14,0,79.57,177,80
1370000,2026-01-18T10:39:58.319410,129561,13818,85073,34708,75009,0.43252499376489983,0.01214698,0.29790610639598086,138.18,712.55,850.73,220.18,1075.43,1295.61,82.0,265.08,347.08,0.43252499376489983,12146.98,0.0001214698,750.09,1670.29,0.0,0.29790610639598086,13818,71255,85073,34708,1214698,0,1,71,1,2,0,7,0,4,14,0,77.82,181,77
1380000,2026-01-18T10:39:58.708695,130496,13918,85689,34959,75545,0.4325913827296428,0.01223577,0.2978954300758475,139.18,717.71,856.89,221.82,1083.14,1304.96,82.64,266.95,349.59,0.4325913827296428,12235.77,0.0001223577,755.45,1682.19,0.0,0.2978954300758475,13918,71771,85689,34959,1223577,0,1,70,0,3,0,8,1,5,12,0,71.92,123,76
